isbn,title,author,year
031238078X,Save Me,Lisa Scottoline,2011
743454510,Second Glance,Jodi Picoult,2003
590032496,The Witches,"Roald Dahl, Quentin Blake",1983
62278967,A Thousand Pieces of You,Claudia Gray,2014
758211821,Absolute Fear,Lisa Jackson,2007
765342405,Ender's Shadow,Orson Scott Card,1998
689862210,The View from Saturday,E.L. Konigsburg,1996
330398059,Blubber,Judy Blume,1974
60888644,Sword Song,Bernard Cornwell,2007
316127191,Heartless,Gail Carriger,2011
1455507199,The Middlesteins,Jami Attenberg,2012
1416530738,Once and Always,Judith McNaught,1987
857520199,Second Life,S.J. Watson,2015
60560150,Ruby Holler,Sharon Creech,2002
399170863,The Liar,Nora Roberts,2014
618683070,Dairy Queen,Catherine Gilbert Murdock,2006
60887397,Unbelievable,Sara Shepard,2008
552142743,The MasterHarper of Pern,Anne McCaffrey,1998
140236236,Regeneration,Pat Barker,1991
385340559,Bad Luck and Trouble,Lee Child,2007
60096128,Princess in Pink,Meg Cabot,2003
765330423,The Alloy of Law,Brandon Sanderson,2011
307265773,Letter to a Christian Nation,Sam Harris,2006
1402792808,A Walk Across the Sun,Corban Addison,2011
375706674,No Country for Old Men,Cormac McCarthy,2005
9793062924,Sang Pemimpi,Andrea Hirata,2006
60750863,The System of the World,Neal Stephenson,2004
802170374,Flight: A Novel,Sherman Alexie,2007
051511779X,Born in Shame,Nora Roberts,1996
441012914,Absolution Gap,Alastair Reynolds,2003
60763892,The Judas Strain,James Rollins,2007
425205959,Cards on the Table,Agatha Christie,1936
451219597,Jackdaws,Ken Follett,2001
1590860624,Without Fail ,"Lee Child, Dick Hill",2002
373605692,The Siren,Tiffany Reisz,2012
312315732,Little Children,Tom Perrotta,2004
1861977697,Art of Seduction,Robert Greene,2001
61159174,The Known World,Edward P. Jones,2003
345495934,Swallowing Darkness,Laurell K. Hamilton,2008
312593554,Night Pleasures,Sherrilyn Kenyon,2002
1594633665,The Girl on the Train,Paula Hawkins,2015
385339151,Darkfever,Karen Marie Moning,2006
451229444,Crave,J.R. Ward,2010
312330871,Ten Little Niggers,Agatha Christie,1939
786838930,Masquerade,Melissa de la Cruz,2007
316191299,Holidays on Ice,David Sedaris,1997
067984483X,Put Me in the Zoo,Robert Lopshire,1960
60569662,Autobiography of a Face,Lucy Grealy,1994
034552425X,Rivers of London,Ben Aaronovitch,2011
080508049X,The Black Cauldron,Lloyd Alexander,1965
399256121,Bloodrose,Andrea Cremer,2012
375868429,Chomp!,Carl Hiaasen,2012
1597801577,The Windup Girl,Paolo Bacigalupi,2009
373802498,Magic Study,Maria V. Snyder,2006
074348486X,As You Like It,William Shakespeare,1599
425227510,Vision in White,Nora Roberts,2009
140097317,City of Glass,Paul Auster,1985
671890913,The Longest Day,Cornelius Ryan,1959
395389496,The Polar Express,Chris Van Allsburg,1985
449911942,Rabbit at Rest,John Updike,1990
679735771,American Psycho,Bret Easton Ellis,1991
312532768,Blue Moon,Alyson Noel,2009
425227944,The Darkest Hour,Maya Banks,2010
1502446936,Stepbrother Dearest,Penelope Ward,2014
1439102252,Wishful Drinking,Carrie Fisher,2008
394800028,The Cat in the Hat Comes Back,Dr. Seuss,1958
1857988841,The Sirens of Titan,Kurt Vonnegut Jr.,1959
679734465,Valis,Philip K. Dick,1981
714847984,The 20th Century Art Book,Phaidon Press,1996
1533134138,The Bird and the Sword,Amy Harmon,2016
1455561789,Before the Fall,Noah Hawley,2016
345419626,The Queen of the Damned,Anne Rice,1988
765310082,Toll the Hounds,Steven Erikson,2008
441013651,The Atrocity Archives,Charles Stross,2004
375829873,The Chocolate War,Robert Cormier,1974
547738471,The Last Dragonslayer,Jasper Fforde,2010
803733569,Willow,Julia Hoban,2009
553588257,Velocity,Dean Koontz,2005
857662937,Nexus,Ramez Naam,2012
385732953,All-of-a-Kind Family,Sydney Taylor,1951
425272354,Devil's Game,Joanna Wylde,2014
375727132,The Dive From Clausen's Pier,Ann Packer,2002
141651631X,Path of the Assassin,Brad Thor,2003
875093663,Pursuit of God,A.W. Tozer,1948
618620117,How We Decide,Jonah Lehrer,2009
399252649,Mockingbird,Kathryn Erskine,2010
1612187005,The Wretched of Muirwood,Jeff Wheeler,2011
425194523,Raise the Titanic!,Clive Cussler,1976
224081187,On Chesil Beach,Ian McEwan,2007
1595141979,Shadow Kiss,Richelle Mead,2008
842386882,Reunion,"Karen Kingsbury, Gary Smalley",2004
1477823832,The Paper Magician,Charlie N. Holmberg,2014
1416510567,Fatal Voyage,Kathy Reichs,2001
044661758X,The Concrete Blonde,Michael Connelly,1994
525421556,Hold Still,Nina LaCour,2009
552772291,Sleeping Arrangements,Madeleine Wickham,2001
553280511,The Blue Castle,L.M. Montgomery,1926
1905294719,Tintentod,Cornelia Funke,2007
515141429,Killing Floor,Lee Child,1997
515139408,Red Lily,Nora Roberts,2005
440416795,Harriet the Spy,Louise Fitzhugh,1964
385315546,Drinking: A Love Story,Caroline Knapp,1996
61985864,Supernaturally,Kiersten White,2011
1439192561,"Full Dark, No Stars",Stephen King,2010
765309416,The Android's Dream,John Scalzi,2006
399158812,Delusion in Death,J.D. Robb,2012
679776818,Birdsong,Sebastian Faulks,1993
312971230,Ice Station,Matthew Reilly,1998
1921794097,Saving June,Hannah Harrington,2011
575077905,Last Argument of Kings,Joe Abercrombie,2008
553589393,Midnight Awakening ,Lara Adrian,2007
765316994,Redshirts,John Scalzi,2012
385352875,The Water Knife,Paolo Bacigalupi,2015
425170349,Rainbow Six,Tom Clancy,1998
1405038160,The Six Sacred Stones,Matthew Reilly,2007
670025771,The Secret Chord,Geraldine Brooks,2015
345496531,The Dreaming Void,Peter F. Hamilton,2007
752858556,The Matarese Circle,Robert Ludlum,1979
345533232,Never Seduce a Scot,Maya Banks,2012
144244228X,The summer I turned pretty,Jenny Han,2009
553582798,Lake in the Clouds,Sara Donati,2002
316015059,Double Cross,James Patterson,2007
440227194,Brian's Winter,Gary Paulsen,1996
552772275,The Wedding Girl,Madeleine Wickham,1999
61950726,Orphan Train,Christina Baker Kline,2013
067102423X,Bag of Bones,Stephen King,1998
312997116,As The Crow Flies,Jeffrey Archer,1990
679723226,Double Indemnity,James M. Cain,1936
312590970,Dark Flame,Alyson Noel,2010
039915731X,Locked On,"Tom Clancy, Mark Greaney",2011
184149593X,The Rogue,Trudi Canavan,2011
345472446,"Lucia, Lucia",Adriana Trigiani,2003
330487140,A Bend in the River,V.S. Naipaul,1979
451203771,The Scarlet Feather,Maeve Binchy,2000
140065172,Ordinary People,Judith Guest,1976
143037234,The Big Over Easy,Jasper Fforde,2005
60512806,Cryptonomicon,Neal Stephenson,1999
440238153,The Amber Spyglass,Philip Pullman,2000
743296419,Handle with Care,Jodi Picoult,2009
385517238,The Innocent Man,John Grisham,2006
385349068,Dad Is Fat,Jim Gaffigan,2013
312382855,Patient Zero,Jonathan Maberry,2009
385338104,The Book of Joe,Jonathan Tropper,2003
1934781630,Zeitoun,Dave Eggers,2008
446617687,Sex and the City,Candace Bushnell,1996
670241334,Corduroy,Don Freeman,1948
743457587,The Miracle Worker,William  Gibson,1956
312379293,A Prisoner of Birth,Jeffrey Archer,2008
446539759,First Family,David Baldacci,2009
375724834,Motherless Brooklyn,Jonathan Lethem,1999
1400041988,Pnin,"Vladimir Nabokov, David Lodge",1953
1476738963,We Are Called to Rise,Laura  McBride,2014
765345013,Child of the Prophecy ,Juliet Marillier,2001
014240120X,The Westing Game,Ellen Raskin,1978
689840330,Silver on the Tree,Susan Cooper,1977
486455599,Eight Cousins,Louisa May Alcott,1874
60892013,The Sight,Erin Hunter,2007
307931889,Every Day,David Levithan,2012
345528670,The Aviator's Wife,Melanie Benjamin,2013
831727527,Gerald's Game,Stephen King,1992
451208641,Black Like Me,John Howard Griffin,1960
425210758,Mr. Murder,Dean Koontz,1993
307276902,A Million Little Pieces,James Frey,2003
60887303,Pretty Little Liars,Sara Shepard,2006
042518160X,Danse Macabre,Stephen King,1981
312938993,A is for Alibi,Sue Grafton,1982
451210468,Lie Down With Lions,Ken Follett,1985
345483448,Summer Island,Kristin Hannah,2001
345515501,The Silent Girl,Tess Gerritsen,2011
425210731,Memory in Death ,J.D. Robb,2006
452281253,Anthem,Ayn Rand,1938
375703063,A Virtuous Woman ,Kaye Gibbons,1989
142300705,A Year Down Yonder,Richard Peck,2000
1401303366,The Middle Place,Kelly Corrigan,2005
033034837X,The Third Twin,Ken Follett,1996
1400097029,The Sea,John Banville,2005
60177241,The Thief of Always,Clive Barker,1992
767927567,Escape,"Carolyn Jessop, Laura Palmer",2007
61662690,The Summoning,Kelley Armstrong,2008
385340222,Sisters,Danielle Steel,2007
670021040,Caleb's Crossing,Geraldine Brooks,2011
312358342,The Leftovers,Tom Perrotta,2011
8466302204,Violin,Anne Rice,1997
1451673442,The Magic (The Secret #3),Rhonda Byrne,2012
811214044,The Glass Menagerie,Tennessee Williams,1945
385535309,Paris,Edward Rutherfurd,2013
61962783,Inside Out & Back Again,Thanhha Lai,2011
385538499,The Winter People,Jennifer McMahon,2014
1565125525,Breakfast with Buddha,Roland Merullo,2007
1451672721,Gold,Chris Cleave,2012
033041335X,Sons of Fortune,Jeffrey Archer,2002
193700788X,Dead Ever After,Charlaine Harris,2013
60513063,A Light in the Attic,Shel Silverstein,1981
375705856,Plainsong,Kent Haruf,1999
449226352,Home Again,Kristin Hannah,1996
385735359,The Enchantress,Michael Scott,2012
385538510,The Night Sister,Jennifer McMahon,2015
399154213,Invisible Prey,John Sandford,2007
395181569,The Little House,Virginia Lee Burton,1942
1101904224,Dark Matter,Blake Crouch,2016
1595143424,Virals,"Kathy Reichs, Brendan Reichs",2010
375414959,Bridge of Sighs,Richard Russo,2007
399156399,The Scarpetta Factor ,Patricia Cornwell,2009
312348649,Baby Proof,Emily Giffin,2006
1573226882,Fever Pitch,Nick Hornby,1992
441005764,Mossflower,Brian Jacques,1988
7205236,Angela's Ashes: A Memoir,Frank McCourt,1996
749732105,The Folk of Faraway Tree,Enid Blyton,1946
60541830,Congo,Michael Crichton,1980
312985347,Eleven on Top,Janet Evanovich,2005
671737821,Honor's Splendour,Julie Garwood,1987
553807234,The Neighbor,Lisa Gardner,2009
553213180,Rainbow Valley,L.M. Montgomery,1917
141185538,The Moon Is Down,John Steinbeck,1942
014029628X,Girl in Hyacinth Blue,Susan Vreeland,1999
60788704,The Outlaw Demon Wails ,Kim Harrison,2008
441015662,Iron Kissed,Patricia Briggs,2008
006218850X,The Orchardist,Amanda Coplin,2012
425255700,Affliction,Laurell K. Hamilton,2013
399154388,The Chase,Clive Cussler,2007
1476751803,Sweet Filthy Boy ,Christina Lauren,2014
345348109,The Killer Angels,Michael Shaara,1974
446607274,Angels Flight,Michael Connelly,1999
374281092,Someone,Alice McDermott,2013
380017601,Love Story,Erich Segal,1970
1841492051,Shadow of the Giant,Orson Scott Card,2005
60590270,A Dirty Job,Christopher Moore,2006
449205622,Captains and the Kings,Taylor Caldwell,1972
1857231325,The Wishsong of Shannara ,Terry Brooks,1985
1250019834,First Frost,Sarah Addison Allen,2015
590664875,Runaway Ralph,Beverly Cleary,1970
345479718,Woken Furies,Richard K. Morgan,2005
385336691,The Hard Way,Lee Child,2006
1416912045,Unwind,Neal Shusterman,2007
1592402038,"Eats, Shoots and Leaves",Lynne Truss,2003
1551111721,Lord Jim,Joseph Conrad,1900
385518331,Dexter in the Dark,Jeff Lindsay,2006
60515198,Anansi Boys,Neil Gaiman,2005
1416975861,Clockwork Angel,Cassandra Clare,2010
60584033,Motor Mouth,Janet Evanovich,2006
1419122126,Good Wives,Louisa May Alcott,1868
441005667,Forever Peace ,Joe Haldeman,1997
312594429,Hidden,"P.C. Cast, Kristin Cast",2012
310247454,Boundaries,"Henry Cloud, John Townsend",1992
99446782,The Silence of the Lambs,Thomas Harris,1988
670038717,First Among Sequels ,Jasper Fforde,2007
689869118,Black Water,D.J. MacHale,2004
375706860,Kar,"Orhan Pamuk, Maureen Freely",2002
812975294,The Greatest Generation,Tom Brokaw,1998
1841493015,Club Dead,Charlaine Harris,2003
812504690,The Jungle Book,Rudyard Kipling,1894
812536363,Rainbows End,Vernor Vinge,2006
425083896,Books of Blood: Volume One,Clive Barker,1984
486266893,Candide,Voltaire,1759
61579033,The Family Fang,Kevin    Wilson,2011
385730306,The Sweet Far Thing,Libba Bray,2007
812550285,A Crown of Swords,Robert Jordan,1996
545169178,The List,Siobhan Vivian,2012
316069418,The Drop,Michael Connelly,2011
60278250,Abhorsen,Garth Nix,2003
1594631395,"Boy, Snow, Bird",Helen Oyeyemi,2013
1841496863,Bone Crossed,Patricia Briggs,2009
009928264X,Survivor,Chuck Palahniuk,1999
1847442404,The Swan Thieves,Elizabeth Kostova,2010
009949857X,Light A Penny Candle,Maeve Binchy,1982
345485599,Breathing Lessons,Anne Tyler,1988
764223305,The Covenant,Beverly  Lewis,2002
553380958,Snow Crash,Neal Stephenson,1992
375727345,House of Sand and Fog,Andre Dubus III,1999
1594489254,The Ghost Map,Steven Johnson,2006
1857232097,The Fires of Heaven,Robert Jordan,1993
140367357,Five Children and It ,E. Nesbit,1902
1416549129,The Other Queen,Philippa Gregory,2008
62286447,Fourth of July Creek,Smith Henderson,2014
031024756X,Ever After,Karen Kingsbury,2006
553563734,The King's Buccaneer,Raymond E. Feist,1992
718147715,Cook with Jamie,Jamie Oliver,2006
156478214X,The Third Policeman,Flann O'Brien,1967
765326574,The Lost Gate,Orson Scott Card,2011
689849109,Pollyanna,Eleanor H. Porter,1912
148473274X,The Hidden Oracle,Rick Riordan,2016
1469216000,Pines,Blake Crouch,2012
804138567,Bittersweet,Miranda Beverly-Whittemore,2014
752858653,The Scarlatti Inheritance,Robert Ludlum,1971
525951652,Fall of Giants,Ken Follett,2010
044101738X,Hunting Ground,Patricia Briggs,2009
1608190463,The Scar of David,Susan Abulhawa,2006
439244196,Holes,"Louis Sachar, Louis Sachar",1998
159038783X,The Candy Shop War,Brandon Mull,2007
385341326,My Best Friend's Girl,Dorothy Koomson,2006
553269224,Rilla of Ingleside,L.M. Montgomery,1921
061808360X,Gorillas in the Mist,Dian Fossey,1983
044900063X,H is for Homicide,Sue Grafton,1991
525425888,Everything Leads to You,Nina LaCour,2014
1476717710,The Troop,Nick Cutter,2014
1250029880,Styxx,Sherrilyn Kenyon,2013
786939532,Homeland,R.A. Salvatore,1990
812966007,Theodore Rex,Edmund Morris,2001
425217299,An Ice Cold Grave,Charlaine Harris,2007
425197220,Hidden Riches,Nora Roberts,1994
547959109,The Testing,Joelle Charbonneau,2013
425214591,Darkfall,Dean Koontz,1984
446616427,Kitty Goes to Washington,Carrie Vaughn,2006
345507460,Welcome to the Jungle,Jim Butcher,2008
886774632,By the Sword,Mercedes Lackey,1991
307959856,Death Comes to Pemberley,P.D. James,2012
1439164681,Love Anthony,Lisa Genova,2012
374104107,Authority ,Jeff VanderMeer,2014
316013315,The Beatles: The Biography,Bob Spitz,2005
684856476,The Rum Diary,Hunter S. Thompson,1998
61284408,Stargazer,Claudia Gray,2009
747236380,Twilight,"Leigh Nichols, Dean Koontz",1984
375806814,Where the Red Fern Grows,Wilson Rawls,1961
425203867,R is for Ricochet,Sue Grafton,2004
030727103X,The Buried Giant,Kazuo Ishiguro,2015
1595141758,Frostbite,Richelle Mead,2008
1442426675,Finale,Becca Fitzpatrick,2012
316129070,Abaddon's Gate,James S.A. Corey,2013
345299116,The Midwich Cuckoos,John Wyndham,1957
044022912X,The Cay,Theodore Taylor,1969
143036939,The City of Falling Angels,John Berendt,2005
439846838,The Stonekeeper's Curse,Kazu Kibuishi,2009
345539826,Golden Son,Pierce Brown,2015
039925692X,Out of the Easy,Ruta Sepetys,2013
140050930,The Earthsea Trilogy,Ursula K. Le Guin,1975
375414495,Cutting for Stone,Abraham Verghese,2009
808553038,The Egypt Game,Zilpha Keatley Snyder,1967
803741715,The Book with No Pictures,B.J. Novak,2014
1416524797,Angels & Demons ,Dan Brown,2000
141383356,Airman,Eoin Colfer,2007
1416548009,Memorial Day,Vince Flynn,2004
1400033411,Beloved,Toni Morrison,1987
316243914,Burial Rites,Hannah Kent,2013
778322955,A Good Yarn,Debbie Macomber,2005
143035088,In This Mountain (Mitford),Jan Karon,2002
553278746,The Postman,David Brin,1985
356500152,The Girl with All the Gifts,M.R. Carey,2014
312577222,The Nightingale,Kristin Hannah,2015
1416953558,Perfect You,Elizabeth Scott,2008
749908904,Salvation in Death,J.D. Robb,2008
99436922,Glue,Irvine Welsh,2001
743217187,Cuentos de Eva Luna,Isabel Allende,1988
055255264X,A Hat Full of Sky,Terry Pratchett,2004
140273344,The Eagle Has Landed,Jack Higgins,1975
140294295,Sharpe's Rifles,Bernard Cornwell,1988
1416527265,The Little Lady Agency,Hester Browne,2005
399244557,The Burning Bridge,John Flanagan,2005
451223292,The Mist,Stephen King,1980
312997140,The Prodigal Daughter,Jeffrey Archer,1982
8129135728,Half Girlfriend,Chetan Bhagat,2014
385738935,Fallen,Lauren Kate,2009
61142026,Stardust,Neil Gaiman,1999
758272812,Storm,Brigid Kemmerer,2012
031624290X,The Three,Sarah Lotz,2014
60921145,Animal Dreams,Barbara Kingsolver,1990
1596431520,American Born Chinese,Gene Luen Yang,2006
316069434,The Black Box,Michael Connelly,2012
671875965,The Short Victorious War,David Weber,1994
345528921,The Inn At Rose Harbor,Debbie Macomber,2012
593046358,The Crippled God,Steven Erikson,2011
812967127,The Day of the Triffids,John Wyndham,1951
61985848,Paranormalcy,Kiersten White,2010
1585424331,Think and Grow Rich,Napoleon Hill,1937
765301075,The Forge of God,Greg Bear,1987
1455599735,Uganda Be Kidding Me,Chelsea Handler,2014
765326361,Words of Radiance,Brandon Sanderson,2014
1250011914,Whispers at Moonrise ,C.C. Hunter,2012
316098795,The Rook,Daniel O'Malley,2012
60590165,Lirael,Garth Nix,2001
61147958,Horns,Joe Hill,2009
1619630656,Heir of Fire,Sarah J. Maas,2014
441018521,Magic Bleeds,Ilona Andrews,2010
7201095,Ya-Yas in Bloom,Rebecca Wells,2005
2290032042,Rama II,"Arthur C. Clarke, Gentry Lee",1989
441014348,Cursor's Fury,Jim Butcher,2006
451456718,Daughter of the Blood,Anne Bishop,1998
441014739,Blood Bound,Patricia Briggs,2007
340796170,Five Run Away Together,Enid Blyton,1944
618640150,The Lord of the Rings,J.R.R. Tolkien,1955
689849230,The First Part Last,Angela Johnson,2003
446522597,The Winner,David Baldacci,1997
425152898,Mind Prey,John Sandford,1995
805080511,Taran Wanderer,Lloyd Alexander,1967
62248162,The Prince,Kiera Cass,2013
316012335,Lord Loss,Darren Shan,2005
184756190X,A Girl Like You,Gemma Burgess,2011
545132053,Smile,Raina Telgemeier,2009
60096152,Princess in Training,Meg Cabot,2006
1442402326,Rot & Ruin,Jonathan Maberry,2010
8756787650,Flaskepost fra P,Jussi Adler-Olsen,2009
425193829,Fudge-a-Mania,Judy Blume,1990
373210027,Intertwined,Gena Showalter,2009
140285601,Cat's Cradle,Kurt Vonnegut Jr.,1963
345334310,The Ship Who Sang,Anne McCaffrey,1969
525426035,Grasshopper Jungle,Andrew  Smith,2014
374280967,The Uncommon Reader ,Alan Bennett,2007
61869724,Never Have I Ever ,Sara Shepard,2011
399218858,The Very Quiet Cricket,Eric Carle,1990
803731531,The Looking Glass Wars,Frank Beddor,2004
61043583,Unnatural Death,Dorothy L. Sayers,1927
380800829,The Duke and I,Julia Quinn,2000
439568331,The Haunted Mask,R.L. Stine,1993
62295896,Girl in a Band,Kim Gordon,2015
451462564,Turn Coat,Jim Butcher,2009
385491050,Surfacing,Margaret Atwood,1972
375703845,Glamorama,Bret Easton Ellis,1998
525953183,Influx,Daniel Suarez,2014
60835273,The Beet Queen,Louise Erdrich,1985
038077352X,Dreaming of You ,Lisa Kleypas,1994
451225856,"Lover Enshrined, part two",J.R. Ward,2009
1400069289,The Power of Habit,Charles Duhigg,2011
446400157,A Morbid Taste for Bones,Ellis Peters,1977
345505492,The Emperor's Tomb,Steve Berry,2010
380815923,Blackberry Wine,Joanne Harris,1999
345915623,A Son of the Circus,John Irving,1994
765329581,Article 5,Kristen Simmons,2012
62311077,Natchez Burning,Greg Iles,2014
345447867,The Apprentice,Tess Gerritsen,2002
525950608,Hold Tight,Harlan Coben,2008
1590171993,Stoner,"John  Williams, John McGahern",1965
6498868,The Mad Ship,Robin Hobb,1999
385341970,Broken,Karin Slaughter,2010
385340540,The Broker,John Grisham,2005
312656262,Halo,Alexandra Adornetto,2010
749932945,Envy,Sandra Brown,1999
812474945,The Bean Trees,Barbara Kingsolver,1988
1442445807,The Program,Suzanne Young,2013
1420925431,A Room with a View,E.M. Forster,1908
618346260,The Two Towers,J.R.R. Tolkien,1954
1478314605,Futures and Frosting,Tara Sivec,2012
446577898,The Inner Circle,Brad Meltzer,2011
425184226,The Sum of All Fears,Tom Clancy,1991
140297995,Austerlitz,"W.G. Sebald, Anthea Bell",2001
156097432X,Palestine,"Joe Sacco, Edward Said",1996
385534795,The Sandcastle Girls,Chris Bohjalian,2012
312861877,Xenocide,Orson Scott Card,1991
765340747,The Pillars of Creation,Terry Goodkind,2001
140284125,The Inimitable Jeeves ,P.G. Wodehouse,1923
380842939,Sacajawea,Anna Lee Waldo,1978
356508366,The Obelisk Gate,N.K. Jemisin,2016
345534182,Circling the Sun,Paula McLain,2015
670023485,Shadow of Night,Deborah Harkness,2012
743243781,Teacher Man,Frank McCourt,2005
1581344988,Don't Waste Your Life,John Piper,2003
375508325,Cosmos,Carl Sagan,1980
99297701,Hannibal,Thomas Harris,1999
045146317X,Changes,Jim Butcher,2010
140183523,Kim,"Rudyard Kipling, Edward Said",1901
739453823,Black Rose,Nora Roberts,2005
1596435712,Promised,Caragh M. O'Brien,2012
096319254X,Memnoch The Devil,Anne Rice,1995
553588451,Full Moon Rising,Keri Arthur,2006
159420571X,Everything I Never Told You,Celeste Ng,2014
1581345275,Piercing the Darkness,Frank E. Peretti,1989
1595143971,Across the Universe,Beth Revis,2011
307262995,Nature Girl,Carl Hiaasen,2006
60562536,Scandal in Spring,Lisa Kleypas,2006
312642970,Cress,Marissa Meyer,2014
1416938745,Assholes Finish First,Tucker Max,2008
743418174,Good in Bed,Jennifer Weiner,2001
451227190,Carpe Corpus,Rachel Caine,2009
689806981,Tears of a Tiger,Sharon M. Draper,1994
067122350X,Eloise,"Kay Thompson, Hilary Knight",1955
451076451,Rage,"Richard Bachman, Stephen King",1977
385494246,Amsterdam,Ian McEwan,1998
071483355X,The Story of Art,E.H. Gombrich,1950
230706150,Hell's Corner ,David Baldacci,2010
8188575704,I Too Had A Love Story,Ravinder Singh,2007
141185260,Pale Fire,Vladimir Nabokov,1962
160096527X,Orthodoxy,G.K. Chesterton,1908
439568412,One Day at Horrorland,R.L. Stine,1994
316196991,The House of Silk,Anthony Horowitz,2011
345548515,Staked,Kevin Hearne,2016
553589385,Kiss of Crimson ,Lara Adrian,2007
743296788,The Cold Moon,Jeffery Deaver,2006
375851798,The Spectacular Now,Tim Tharp,2008
571212921,A Beautiful Mind,Sylvia Nasar,1998
99417472,In the Night Kitchen,Maurice Sendak,1970
037570387X,The Autograph Man,Zadie Smith,2002
451466802,The Aeronaut's Windlass ,Jim Butcher,2015
316393878,The Wonder,Emma Donoghue,2016
054762834X,Grave Mercy,Robin LaFevers,2012
988573229,Truce,R.L. Mathewson,2013
375840400,Eldest,Christopher Paolini,2005
62280562,Tampa,Alissa Nutting,2013
345396936,Cry to Heaven,Anne Rice,1982
440241022,One Shot,Lee Child,2005
307279952,A Simple Plan,Scott B. Smith,1993
61493341,Telegraph Avenue,Michael Chabon,2012
743289684,Infidel,Ayaan Hirsi Ali,2006
312385188,Prayers for Sale,Sandra Dallas,1997
60774126,Bite Me If You Can,Lynsay Sands,2007
1599901676,Forest Born,Shannon Hale,2009
64472779,All-American Girl,Meg Cabot,2002
312979975,Fantasy Lover,Sherrilyn Kenyon,2002
449225151,A Place Called Freedom,Ken Follett,1995
758272820,Spark,Brigid Kemmerer,2012
553269216,Rainbow Valley,L.M. Montgomery,1919
671876813,Flag in Exile,David Weber,1995
525421033,If I Stay,Gayle Forman,2009
743449673,Shock Wave,Clive Cussler,1996
1573225517,High Fidelity,Nick Hornby,1995
425273865,Captivated by You,Sylvia Day,2014
316159794,Cross,James Patterson,2006
767905202,Mr Maybe,Jane Green,1999
802120202,Alif the Unseen,G. Willow Wilson,2012
425189864,Mortal Prey,John Sandford,2002
553588079,Gone,Lisa Gardner,2006
312370830,Elle s'appelait Sarah,Tatiana de Rosnay,2007
6174426,Windmills of the Gods,Sidney Sheldon,1987
385339100,The Partner,John Grisham,1997
345505697,Mystery,Jonathan Kellerman,2011
765310023,Deadhouse Gates,Steven Erikson,2000
743437810,The Vanished Man,Jeffery Deaver,2003
1400047463,The Double Bind,Chris Bohjalian,2007
375870415,Unspoken,Sarah Rees Brennan,2012
60890681,The Last Anniversary,Liane Moriarty,2006
042521575X,Visions of Heat,Nalini Singh,2007
399256601,The Name of the Star,Maureen Johnson,2011
61706558,I'd Know You Anywhere,Laura Lippman,2010
451167805,Firestarter,Stephen King,1980
752898477,An Echo in the Bone,Diana Gabaldon,2009
1682305066,Twisted Palace,Erin Watt,2016
812996089,Miller's Valley,Anna Quindlen,2016
553297260,Darkness,John Saul,1991
1841493139,The Magicians' Guild,Trudi Canavan,2001
747589372,Restless,William  Boyd,2006
330339184,The Informers,Bret Easton Ellis,1994
553582755,One Door Away from Heaven,Dean Koontz,2001
671011375,Death du Jour,Kathy Reichs,1999
679889175,First Test,Tamora Pierce,1999
1439199353,The Boston Girl,Anita Diamant,2014
307381463,Nefertiti,Michelle Moran,2007
446692638,Along Came a Spider,James Patterson,1993
1595143068,Last Sacrifice ,Richelle Mead,2010
61935123,Hidden,Sophie Jordan,2012
340863684,Tortured for Christ,Richard Wurmbrand,1940
142401765,Keeping the Moon,Sarah Dessen,1999
679736379,Sophie's Choice,William Styron,1979
62363239,A Head Full of Ghosts,Paul Tremblay,2015
61779814,The Body Finder,Kimberly Derting,2010
821780654,Jacob,Jacquelyn Frank,2006
087923573X,Swallows and Amazons,Arthur Ransome,1930
1501100130,Finders Keepers,Stephen King,2015
1484705270,Every Last Word,Tamara Ireland Stone,2015
312864590,Crossroads of Twilight,Robert Jordan,2003
736693416,The Elfstones Of Shannara,Terry Brooks,1982
671796666,The Jordan Rules,"Sam Smith, Doug Grud",1992
1416995587,We'll Always Have Summer,Jenny Han,2011
446556246,WAR,Sebastian Junger,2010
330487191,A House for Mr. Biswas,V.S. Naipaul,1961
1250010691,Necessary Lies,Diane Chamberlain,2013
1423109600,The Pigeon Wants a Puppy!,Mo Willems,2008
345366239,The Eight,Katherine Neville,1988
99642611,The Fourth Protocol,Frederick Forsyth,1984
374515360,The Complete Stories,Flannery O'Connor,1971
140911399X,A Week in Winter,Maeve Binchy,2012
446556823,Ecstasy Unveiled,Larissa Ione,2010
446676071,Message in a Bottle,Nicholas Sparks,1998
439228905,Black Beauty,Anna Sewell,1877
074327041X,Protect and Defend,Vince Flynn,2007
615417175,Providence,Jamie McGuire,2010
6472613,Master of the Game,Sidney Sheldon,1982
1416914285,City of Bones,Cassandra Clare,2007
439498821,Finding Cassie Crazy,Jaclyn Moriarty,2003
1476770387,Revival,Stephen King,2014
552152943,Moving Pictures,Terry Pratchett,1990
356502023,The Crimson Campaign,Brian  McClellan,2014
749955910,Celebrity in Death,J.D. Robb,2012
451230647,Twice Bitten ,Chloe Neill,2010
679732187,"Absalom, Absalom!",William Faulkner,1936
749928999,Kindred in Death ,J.D. Robb,2009
345418530,"Ogre, Ogre (Xanth, #5)",Piers Anthony,1982
1439148503,Under the Dome,Stephen King,2009
618562036,Empress Orchid,Anchee Min,2003
62282719,Bad Feminist ,Roxane Gay,2014
